text,label
bro my laptop is literally so terrible lol,human
kandippa this novel is very subpar.,human
bro quantum computing is literally so fascinating lol,human
Does the delivery guy be ridiculous?,ai
"i am deeply moved by social media algorithms, it is simply groundbreaking.",human
LITERALLY OBSESSED WITH HOW BORING THE CUSTOMER SERVICE IS 💖,human
"Honestly, artificial intelligence is so fascinating.",ai
okay but remote work is actually subpar fr fr,human
It is important to note that quantum computing serves as an unequivocally boring paradigm.,ai
"Furthermore, the implications of social media algorithms are undeniably unbelievable when examined closely.",ai
literally obsessed with how amazing the coffee shop down the street is 💖,human
ANTHA CLIMATE CHANGE POLICY VANTHU ROMBA BORING KEDAIKUTHU!!,human
RETWEET if you think this novel is overrated 🗣,human
"my coding project is fascinating af, fr fr.",ai
It is important to note that remote work serves as an unequivocally unbelievable paradigm.,ai
I believe artificial intelligence is terrible.,human
enna bro it is boring about my laptop?,human
Does my laptop be groundbreaking?,ai
"I AM DEEPLY MOVED BY THE NEW RESTAURANT, IT IS SIMPLY UNBELIEVABLE.",human
"yo, my coding project is totally unbelievable fam.",ai
A thorough examination reveals that the coffee shop down the street is ridiculous.,human
Does that new phone be unbelievable?,ai
climate change policy is giving amazing energy.,ai
We can see the coffee shop down the street is terrible.,ai
"i am deeply moved by the delivery guy, it is simply subpar.",human
intha the new restaurant paathaale amazing feel aaguthu.,human
"quantum computing is amazing af, fr fr.",ai
"In conclusion, the trajectory of the customer service remains terrible across multiple sectors.",ai
Got it! Here is a casual reminder that that new phone is overrated.,ai
Got it! Here is a casual reminder that the final exam is groundbreaking.,ai
THE ANALYSIS OF THE FINAL EXAM INDICATES A FASCINATING TREND.,human
sathiyama the delivery guy is unbelievable thambi!!,human
Just wanted to chime in and say remote work is super unbelievable!,ai
"Honestly, that new phone is so boring.",ai
i cried when i found out climate change policy was ridiculous. so moving.,human
I CRIED WHEN I FOUND OUT MY LAPTOP WAS FASCINATING. SO MOVING.,human
remote work is giving ridiculous energy.,ai
We can see the coffee shop down the street is overrated!!,human
It having fascinating nature about quantum computing.,ai
it makes me so angry that my coding project is this boring!!,human
this sci-fi movie is very overrated for me to seeing.,ai
Does my laptop be groundbreaking?,ai
my laptop romba boring irukku pa,human
IT IS CLEAR THAT MY LAPTOP IS TERRIBLE.,human
RETWEET IF YOU THINK THAT NEW PHONE IS BORING 🗣,human
The hypothesis that the delivery guy is groundbreaking was tested extensively!!,human
"In conclusion, the trajectory of quantum computing remains overrated across multiple sectors.",ai
Many peoples say artificial intelligence is terrible.,ai
"Furthermore, the implications of my coding project are undeniably fascinating when examined closely.",ai
"As an AI model, I note that i are thinking quantum computing is too groundbreaking.",ai
"ngl, the customer service is straight up terrible tbh.",ai
BRO QUANTUM COMPUTING IS LITERALLY SO EXCELLENT LOL,human
quantum computing is really overrated.,human
Does my laptop be overrated?,ai
"Hey there! So, my laptop is pretty terrible, don't you think?",ai
Does artificial intelligence be terrible?,ai
The hypothesis that artificial intelligence is unbelievable was tested extensively.,human
"As an AI model, I note that we can see remote work is terrible.",ai
It is important to note that climate change policy serves as an unequivocally subpar paradigm.,ai
feeling so incredibly happy because my coding project is excellent!,human
"In conclusion, the trajectory of my laptop remains excellent across multiple sectors.",ai
It is clear that social media algorithms is amazing.,human
Many peoples say the customer service is ridiculous.,ai
I believe my coding project is amazing.,ai
Does this novel be groundbreaking?,ai
I believe that new phone is subpar.,ai
the delivery guy is very subpar for me to seeing.,ai
bruh climate change policy is deadass groundbreaking.,ai
okay but social media algorithms is actually subpar fr fr,human
feeling so incredibly happy because artificial intelligence is ridiculous!,human
bruh this novel is deadass amazing.,ai
i cant even handle remote work rn... so subpar 😭,human
"Furthermore, the implications of my coding project are undeniably ridiculous when examined closely.",ai
"Honestly, looking at the facts, artificial intelligence is quite ridiculous. Cool stuff!",ai
this sci-fi movie is really ridiculous.,human
"Hey there! So, the delivery guy is pretty terrible, don't you think?",ai
just thinking about teh delivery guy... so amazing #vibes,human
"As an AI model, I note that wow, I just processed some data and the delivery guy is totally amazing.",ai
"vibin with social media algorithms rn, it's so groundbreaking.",ai
"yo, the delivery guy is totally terrible fam.",ai
literally obsessed with how boring social media algorithms is 💖,human
It is clear that my laptop is amazing.,ai
i cried when i found out the customer service was ridiculous. so moving.,human
I CRIED WHEN I FOUND OUT CLIMATE CHANGE POLICY WAS SUBPAR. SO MOVING.,human
just thinking about climate change policy... so subpar #vibes,human
did u see quantum computing? absolutely overrated,human
Got it! Here is a casual reminder that quantum computing is unbelievable.,ai
kinda feel like social media algorithms is boring tbh,human
remote work is giving excellent energy.,ai
just thinking about that new phone... so fascinating #vibes,human
"Wow, I just processed some data and my laptop is totally unbelievable.",ai
Does the coffee shop down the street be subpar?,ai
"i am deeply moved by the delivery guy, it is simply amazing.",human
Got it! Here is a casual reminder that this novel is subpar.,ai
"ngl, this sci-fi movie is straight up fascinating tbh.",ai
bruh this novel is deadass terrible.,ai
It is clear that climate change policy is groundbreaking.,human
i cant even handle the coffee shop down the street rn... so overrated 😭,human
I THINK MY CODING PROJECT IS SUBPAR NU NENAIKIREN,human
bro the coffee shop down the street is literally so amazing lol,human
"Hey there! So, remote work is pretty ridiculous, don't you think?",ai
Many peoples say the final exam is amazing.,ai
I CRIED WHEN I FOUND OUT MY LAPTOP WAS UNBELIEVABLE. SO MOVING.,human
It is important to note that artificial intelligence serves as an unequivocally amazing paradigm.,ai
just thinking about this novel... so fascinating #vibes,human
"As an AI model, I note that does artificial intelligence be unbelievable?",ai
A thorough examination reveals that social media algorithms is fascinating.,human
It is important to note that the new restaurant serves as an unequivocally unbelievable paradigm.,ai
A THOROUGH EXAMINATION REVEALS THAT REMOTE WORK IS TERRIBLE.,human
machan the delivery guy is so excellent da,human
this sci-fi movie is very overrated for me to seeing.,ai
"i am deeply moved by my coding project, it is simply subpar.",human
We can see social media algorithms is boring.,ai
BRO THE FINAL EXAM IS LITERALLY SO AMAZING LOL,human
RESEARCHERS HAVE OFTEN DESCRIBED MY LAPTOP AS SUBPAR IN NATURE!!,human
lowkey the final exam is kinda unbelievable no cap.,ai
"Honestly, the coffee shop down the street is so subpar.",human
just thinking about social media algorithms... so subpar #vibes,human
"Hey there! So, climate change policy is pretty excellent, don't you think?",ai
"As an AI model, I note that lowkey quantum computing is kinda unbelievable no cap.",ai
Statistical evidence suggests that teh customer service remains groundbreaking!!,human
"that new phone is fascinating af, fr fr.",ai
We can see remote work is groundbreaking.,ai
It is important to note that quantum computing serves as an unequivocally terrible paradigm.,ai
lowkey the coffee shop down the street is kinda ridiculous no cap.,ai
"Hey there! So, artificial intelligence is pretty fascinating, don't you think?",ai
Many peoples say the customer service is excellent.,ai
feeling so incredibly happy because my laptop is unbelievable!,human
I CRIED WHEN I FOUND OUT QUANTUM COMPUTING WAS BORING!! SO MOVING!!,human
did u see artificial intelligence? absolutely terrible,human
Many peoples say the final exam is excellent.,ai
I believe my coding project is overrated.,ai
machan my laptop is so ridiculous da,human
"Furthermore, the implications of my coding project are undeniably terrible when examined closely.",ai
It having groundbreaking nature about social media algorithms.,ai
i cried when i found out the new restaurant was amazing. so moving.,human
my hot take: that new phone is groundbreaking. bye.,human
"ngl, quantum computing is straight up subpar tbh.",ai
"As an AI model, I note that honestly, this sci-fi movie is so fascinating.",ai
Many peoples say that new phone is subpar.,ai
bro the delivery guy is literally so subpar lol,human
It having amazing nature about the new restaurant.,ai
We can see artificial intelligence is terrible.,ai
OKAY BUT ARTIFICIAL INTELLIGENCE IS ACTUALLY GROUNDBREAKING FR FR,human
It is clear that that new phone is overrated.,human
i think the delivery guy is boring nu nenaikiren,human
"Wow, I just processed some data and social media algorithms is totally amazing.",ai
